advanced_3par,advanced_ast_pct,advanced_blk_pct,advanced_drtg,advanced_ftr,advanced_ortg,advanced_pace,advanced_pace_by_team_day_of_week,advanced_stl_pct,advanced_trb_pct,advanced_ts_pct,day,defensive_four_factors_drb_pct,defensive_four_factors_efg_pct,defensive_four_factors_ft_per_fga,defensive_four_factors_tov_pct,month,month_by_team_day_of_week,offensive_four_factors_orb_pct,offensive_four_factors_tov_pct,opponent_3p_pct,opponent_fg_pct,opponent_ft_pct,team_3p_pct,team_day_median_allowed,team_ft_pct,team_vs_opp_homeaway_median_score,team_vs_opp_median_score,team,opp,team_score,opp_score,A'ja Wilson,Aaliyah Edwards,Aari McDonald,Alanna Smith,Aliyah Boston,Allisha Gray,Alysha Clark,Alyssa Thomas,Angel Reese,Ariel Atkins,Arike Ogunbowale,Azura Stevens,Breanna Stewart,Bridget Carleton,Brionna Jones,Brittney Griner,Caitlin Clark,Cameron Brink,Chelsea Gray,Chennedy Carter,Cheyenne Parker-Tyus,DeWanna Bonner,Dearica Hamby,Diana Taurasi,Elizabeth Williams,Ezi Magbegor,Jackie Young,Jonquel Jones,Jordan Horston,Kahleah Copper,Kamilla Cardoso,Kayla McBride,Kelsey Mitchell,Kelsey Plum,Kiah Stokes,Leonie Fiebich,Marina Mabrey,Monique Billings,Myisha Hines-Allen,NaLyssa Smith,Napheesa Collier,Natasha Howard,Naz Hillmon,Nneka Ogwumike,Odyssey Sims,Rebecca Allen,Rhyne Howard,Rickea Jackson,Sabrina Ionescu,Satou Sabally,Shatori Walker-Kimbrough,Skylar Diggins-Smith,Sophie Cunningham,Stefanie Dolson,Teaira McCowan,Temi Fagbenle,Tina Charles
0.289,52.5,4.9,133.0,0.382,136.7,82.7,81.1,10.9,61.8,0.637,25,87.5,0.692,0.308,14.5,8,7.0,41.9,9.2,0.5,0.6,0.769,0.364,97.0,0.862,97.0,82.5,DAL,LAS,113,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.28,61.1,9.3,115.5,0.253,119.4,77.9,77.9,5.1,60.6,0.558,27,87.1,0.54,0.371,9.6,8,8.0,37.1,11.7,0.263,0.5,0.767,0.286,90.0,0.789,87.0,84.5,DAL,LVA,93,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.217,52.5,9.1,93.6,0.133,115.7,81.2,81.2,12.3,54.3,0.535,30,84.4,0.471,0.176,16.0,8,8.0,28.9,8.3,0.286,0.397,0.923,0.389,82.0,0.636,94.0,86.0,DAL,MIN,94,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.419,75.9,4.2,114.2,0.365,106.2,87.6,81.1,9.1,47.2,0.541,1,74.3,0.607,0.214,20.5,9,7.0,21.6,13.1,0.5,0.529,0.882,0.419,97.0,0.815,97.0,101.0,DAL,IND,93,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.25,71.0,14.9,116.5,0.361,111.4,77.2,77.9,3.9,57.1,0.515,3,70.0,0.481,0.208,9.6,9,8.0,43.2,13.5,0.4,0.403,0.941,0.222,90.0,0.769,86.0,84.0,DAL,WAS,86,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.282,74.3,5.7,125.8,0.31,112.8,75.6,81.2,5.9,47.1,0.595,6,62.2,0.551,0.269,8.9,9,8.0,30.3,18.2,0.32,0.5,0.656,0.4,82.0,0.818,87.0,85.0,DAL,ATL,96,107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.203,70.0,7.0,113.4,0.257,94.9,81.1,81.1,7.4,47.2,0.467,8,72.4,0.536,0.243,13.0,9,7.0,30.2,14.5,0.385,0.5,0.739,0.2,97.0,0.737,74.5,75.5,DAL,CHI,77,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.333,70.6,9.8,127.8,0.264,110.8,82.2,77.9,3.7,48.3,0.566,10,82.1,0.657,0.186,12.6,9,8.0,16.7,12.0,0.552,0.543,0.929,0.25,90.0,0.895,79.0,72.5,DAL,NYL,91,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.254,65.4,5.1,122.5,0.225,82.9,80.8,77.8,5.0,45.2,0.429,12,75.0,0.565,0.304,11.1,9,7.0,22.0,16.1,0.4,0.478,0.808,0.222,90.0,0.688,79.0,72.5,DAL,NYL,67,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.231,66.7,5.7,96.2,0.244,93.9,86.2,81.2,10.4,56.8,0.469,13,84.4,0.493,0.135,16.9,9,8.0,35.7,17.2,0.238,0.459,1.0,0.222,82.0,0.895,82.5,78.5,DAL,SEA,81,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.324,66.7,7.1,137.7,0.203,136.5,79.8,81.1,8.8,55.9,0.676,15,68.8,0.605,0.237,9.6,9,7.0,40.7,13.9,0.471,0.5,0.857,0.458,97.0,0.933,109.0,101.0,DAL,IND,109,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.286,56.7,5.3,120.6,0.271,103.4,81.2,77.8,8.6,46.5,0.536,19,72.2,0.567,0.173,11.8,9,7.0,20.0,14.2,0.405,0.467,0.813,0.45,90.0,0.789,84.5,84.5,DAL,LVA,84,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.4,66.7,11.1,114.8,0.38,88.6,80.1,80.2,7.5,48.3,0.608,14,75.0,0.553,0.288,16.3,5,5.0,15.4,30.0,0.429,0.485,0.76,0.4,88.0,0.789,71.5,78.0,IND,CON,71,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.317,59.1,7.8,133.9,0.367,86.6,76.2,78.1,6.6,39.4,0.474,16,59.4,0.513,0.282,10.2,5,6.0,20.6,15.7,0.296,0.462,0.957,0.263,92.0,0.773,74.5,74.0,IND,NYL,66,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.325,66.7,9.4,109.1,0.075,95.9,83.4,76.4,10.8,51.5,0.484,18,80.0,0.602,0.219,22.0,5,6.0,27.8,15.4,0.469,0.484,0.875,0.346,90.0,0.833,74.0,74.0,IND,NYL,80,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.29,60.6,12.7,117.0,0.188,111.7,75.2,75.2,5.3,52.2,0.562,20,60.5,0.432,0.324,8.4,5,6.0,41.9,18.5,0.211,0.405,0.8,0.3,88.0,0.923,84.0,78.0,IND,CON,84,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.306,58.1,12.9,113.2,0.25,110.6,75.1,80.7,6.7,49.4,0.519,22,61.4,0.451,0.134,8.4,5,7.0,35.1,12.1,0.3,0.415,0.846,0.273,86.0,0.833,80.0,85.5,IND,SEA,83,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.362,75.9,5.7,90.2,0.246,96.4,80.9,80.4,11.1,47.8,0.51,24,90.0,0.466,0.305,20.9,5,7.5,13.5,11.6,0.208,0.424,0.857,0.28,82.0,0.765,78.0,82.0,IND,LAS,78,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.386,66.7,7.9,122.6,0.186,99.1,80.7,76.4,5.0,50.0,0.528,25,83.3,0.568,0.219,9.0,5,6.0,16.7,13.7,0.371,0.479,0.889,0.37,90.0,0.769,74.5,74.5,IND,LVA,80,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.441,65.4,20.0,109.7,0.368,102.2,80.2,80.2,15.0,48.3,0.519,28,82.6,0.604,0.453,22.0,5,5.0,25.7,15.1,0.609,0.472,0.727,0.333,88.0,0.8,87.5,82.0,IND,LAS,82,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.357,72.4,7.1,126.3,0.314,107.9,81.6,78.1,2.5,52.9,0.552,30,86.7,0.613,0.147,7.9,5,6.0,26.3,14.0,0.421,0.56,0.786,0.4,92.0,0.909,90.0,85.5,IND,SEA,88,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.362,70.4,8.8,91.6,0.232,92.9,76.4,76.4,7.9,43.4,0.467,1,66.7,0.42,0.174,16.3,6,6.0,22.5,12.6,0.167,0.406,0.667,0.24,90.0,0.688,81.0,89.0,IND,CHI,71,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.384,66.7,2.4,131.1,0.151,85.7,79.3,79.8,7.6,41.8,0.437,2,76.0,0.659,0.258,14.8,6,7.0,21.4,13.4,0.44,0.576,0.85,0.25,88.0,0.636,74.0,74.0,IND,NYL,68,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.565,75.0,5.3,104.4,0.274,106.9,79.5,80.4,11.3,44.1,0.612,7,73.5,0.521,0.111,16.2,6,7.5,14.7,17.8,0.382,0.431,0.615,0.457,82.0,0.765,88.0,86.5,IND,WAS,85,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.387,76.0,6.3,124.5,0.306,100.7,71.5,75.2,7.0,38.8,0.512,10,61.3,0.523,0.323,11.7,6,6.0,19.4,13.5,0.471,0.462,0.875,0.375,88.0,0.684,71.5,78.0,IND,CON,72,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.361,56.3,14.0,109.5,0.264,118.6,76.7,78.1,7.8,52.3,0.566,13,69.7,0.485,0.284,12.5,6,6.0,34.4,14.8,0.375,0.418,0.826,0.346,92.0,0.947,97.5,91.0,IND,ATL,91,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29,65.7,15.9,108.3,0.306,118.7,76.7,79.8,1.3,54.3,0.647,16,71.4,0.438,0.148,5.4,6,7.0,28.6,17.6,0.417,0.407,0.857,0.444,88.0,0.684,81.0,89.0,IND,CHI,91,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.377,67.7,8.3,105.3,0.377,114.4,76.9,80.7,9.1,54.4,0.619,19,82.1,0.493,0.171,12.6,6,7.0,17.2,12.3,0.324,0.414,0.8,0.348,86.0,0.783,86.0,86.5,IND,WAS,88,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.323,64.9,14.9,99.2,0.169,114.2,79.7,80.4,6.3,53.8,0.651,21,81.1,0.369,0.477,12.0,6,7.5,17.9,16.7,0.222,0.338,0.886,0.524,82.0,0.545,87.5,91.0,IND,ATL,91,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.435,87.5,8.9,106.9,0.203,105.7,82.3,79.8,10.9,39.7,0.579,23,77.4,0.532,0.355,16.5,6,7.0,3.1,10.7,0.235,0.5,0.688,0.433,88.0,0.714,93.5,89.0,IND,CHI,87,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.292,72.4,8.9,113.9,0.277,98.6,78.1,78.1,5.1,62.0,0.528,27,85.7,0.529,0.214,9.4,6,6.0,38.9,21.5,0.4,0.457,0.882,0.421,92.0,0.611,80.0,85.5,IND,SEA,77,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.444,71.4,5.0,101.6,0.492,109.1,80.7,79.8,6.2,60.0,0.574,30,84.6,0.456,0.294,13.3,6,7.0,29.0,15.4,0.286,0.397,0.833,0.286,88.0,0.774,88.0,95.0,IND,PHO,88,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.338,67.9,8.7,108.8,0.169,85.3,80.9,80.2,6.2,53.7,0.417,2,81.6,0.514,0.211,11.3,7,5.0,29.5,15.3,0.36,0.451,0.882,0.231,88.0,0.538,74.5,74.5,IND,LVA,69,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.358,62.5,6.9,102.8,0.209,109.4,75.8,76.4,7.9,56.9,0.567,6,81.0,0.479,0.141,10.3,7,6.0,23.3,12.0,0.238,0.408,0.625,0.292,90.0,0.857,74.5,74.0,IND,NYL,83,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.431,58.1,12.7,104.9,0.293,99.0,84.8,80.7,10.6,48.3,0.641,10,73.0,0.487,0.213,16.1,7,7.0,8.7,24.3,0.35,0.44,0.842,0.32,86.0,0.824,86.0,86.5,IND,WAS,84,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.383,59.0,14.6,103.6,0.173,114.4,83.0,80.4,9.6,58.3,0.545,12,79.4,0.486,0.257,12.1,7,7.5,39.5,15.5,0.345,0.414,0.783,0.194,82.0,0.786,96.5,95.0,IND,PHO,95,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.414,61.3,12.8,100.2,0.171,109.7,73.8,79.8,8.1,50.0,0.538,14,68.6,0.464,0.129,15.8,7,7.0,30.3,13.7,0.355,0.386,0.9,0.276,88.0,0.917,80.5,81.0,IND,MIN,81,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.352,68.4,12.5,118.4,0.239,109.0,85.3,80.7,2.3,54.7,0.593,17,81.3,0.572,0.184,10.6,7,7.0,28.1,17.8,0.45,0.513,0.778,0.24,86.0,0.647,96.5,100.0,IND,DAL,93,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.486,67.6,16.7,111.1,0.23,122.4,80.1,80.4,5.0,55.7,0.601,16,91.2,0.533,0.417,13.2,8,7.5,22.2,10.9,0.389,0.417,0.893,0.389,82.0,0.941,96.5,95.0,IND,PHO,98,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.425,64.7,9.8,91.7,0.192,112.5,81.7,79.8,7.3,57.3,0.581,18,87.2,0.438,0.167,13.2,8,7.0,25.0,12.2,0.333,0.389,0.75,0.484,88.0,0.643,90.0,85.5,IND,SEA,92,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.382,48.5,2.6,121.1,0.105,107.7,74.3,76.4,6.7,59.7,0.503,24,75.8,0.592,0.2,11.9,8,6.0,44.1,15.9,0.407,0.508,0.65,0.241,90.0,0.875,80.5,81.0,IND,MIN,80,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.355,58.1,6.8,98.8,0.197,105.1,79.9,75.2,10.0,53.1,0.508,26,76.2,0.438,0.205,11.0,8,6.0,28.2,13.6,0.345,0.37,0.833,0.37,88.0,0.8,87.5,91.0,IND,ATL,84,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.455,64.5,11.9,99.0,0.167,104.0,80.7,80.7,6.2,56.5,0.593,28,87.1,0.515,0.182,16.0,8,7.0,25.8,21.1,0.333,0.455,0.706,0.433,86.0,0.818,84.0,78.0,IND,CON,84,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.439,81.3,10.6,100.4,0.439,124.0,80.7,80.4,11.2,42.5,0.635,30,66.7,0.465,0.194,13.8,8,7.5,14.7,12.3,0.36,0.403,0.667,0.448,82.0,0.793,93.5,89.0,IND,CHI,100,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.314,64.9,20.9,106.2,0.243,114.2,87.6,79.8,8.0,52.8,0.645,1,78.4,0.48,0.297,13.1,9,7.0,25.7,20.5,0.419,0.392,0.815,0.5,88.0,0.882,96.5,100.0,IND,DAL,100,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.328,54.5,8.0,99.5,0.358,107.6,86.5,80.7,5.8,58.8,0.6,4,84.2,0.468,0.182,12.4,9,7.0,26.7,18.8,0.37,0.403,0.824,0.318,86.0,0.833,87.5,82.0,IND,LAS,93,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.387,59.4,7.3,124.2,0.173,110.4,79.7,80.4,3.8,49.3,0.545,6,70.6,0.541,0.274,9.7,9,7.5,30.8,14.8,0.406,0.452,0.8,0.448,82.0,0.846,88.0,81.0,IND,MIN,88,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.368,62.2,5.9,113.1,0.368,117.6,78.6,79.8,5.7,49.3,0.658,8,66.7,0.463,0.138,7.3,9,7.0,23.3,17.7,0.346,0.415,0.722,0.4,88.0,0.8,97.5,91.0,IND,ATL,104,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.356,51.7,6.3,106.7,0.219,93.1,80.6,80.7,5.0,50.0,0.469,11,81.8,0.514,0.2,9.4,9,7.0,20.0,14.9,0.455,0.443,0.824,0.269,86.0,0.625,74.5,74.5,IND,LVA,75,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.371,60.7,5.0,93.7,0.323,88.9,83.2,80.4,6.0,53.0,0.523,13,97.0,0.464,0.186,10.4,9,7.5,9.1,17.5,0.3,0.4,0.722,0.304,82.0,0.55,74.5,74.5,IND,LVA,74,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.447,55.3,8.0,136.5,0.276,137.7,79.8,79.8,6.3,44.1,0.645,15,59.3,0.642,0.189,13.9,9,7.0,31.3,9.6,0.458,0.568,0.933,0.471,88.0,0.857,110.0,100.0,IND,DAL,110,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.313,82.4,0.0,112.0,0.234,110.7,82.2,78.1,11.0,51.6,0.644,19,78.4,0.549,0.197,15.3,9,6.0,12.0,18.5,0.353,0.465,0.933,0.5,92.0,0.867,88.0,86.5,IND,WAS,91,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.431,85.7,4.0,114.0,0.306,100.4,80.7,80.7,9.9,50.7,0.496,15,79.4,0.567,0.239,14.7,5,8.0,22.9,11.9,0.471,0.507,0.842,0.387,90.0,0.591,71.5,74.0,LAS,ATL,81,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.212,47.1,11.9,108.0,0.227,99.5,82.4,80.7,13.4,47.7,0.565,18,73.7,0.514,0.192,13.0,5,6.5,11.1,19.0,0.419,0.425,0.875,0.357,89.5,0.6,76.5,89.0,LAS,LVA,82,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.382,80.8,12.8,87.0,0.273,89.5,78.2,78.2,10.2,54.1,0.568,21,77.8,0.484,0.094,20.7,5,7.0,20.0,28.0,0.32,0.422,0.545,0.381,82.0,0.667,75.0,74.0,LAS,WAS,70,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.407,72.0,6.8,96.4,0.356,90.2,80.9,80.7,6.2,52.2,0.535,24,86.5,0.471,0.188,11.6,5,6.0,10.0,20.9,0.28,0.42,0.765,0.208,81.0,0.857,73.0,86.0,LAS,IND,73,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
